,chapter_num,verse_num,verse,length,stemmed
112,2,105,ما يود الذين كفروا من أهل الكتاب ولا المشركين أن ينزل عليكم من خير من ربكم والله يختص برحمته من يشاء والله ذو الفضل العظيم,25,ما ود الذي كفر من أهل كتاب لا مشرك أن نزل على من خير من رب الله اختص رحمة من شاء الله ذو فضل عظيم
113,2,106,ما ننسخ من اية أو ننسها نأت بخير منها أو مثلها ألم تعلم أن الله على كل شيء قدير,19,ما ننسخ من اية أو ننس أتى خير من أو مثل ألم تعلم أن الله على كل شيء قدير
114,2,107,ألم تعلم أن الله له ملك السماوات والأرض وما لكم من دون الله من ولي ولا نصير,17,ألم تعلم أن الله ل ملك سماء أرض ما ل من دون الله من ولي لا نصير
115,2,108,أم تريدون أن تسألوا رسولكم كما سئل موسى من قبل ومن يتبدل الكفر بالإيمان فقد ضل سواء السبيل,18,أم أراد أن سأل رسول كما سأل موسى من قبل من تبدل كفر إيمان قد ضل سواء سبيل
116,2,109,ود كثير من أهل الكتاب لو يردونكم من بعد إيمانكم كفارا حسدا من عند أنفسهم من بعد ما تبين لهم الحق فاعفوا واصفحوا حتى يأتي الله بأمره إن الله على كل شيء قدير,33,ود كثير من أهل كتاب لو رد من بعد إيمان كافر حسد من عند نفس من بعد ما تبين ل حق اعف اصفح حتى أتى الله أمر إن الله على كل شيء قدير
117,2,110,وأقيموا الصلاة واتوا الزكاة وما تقدموا لأنفسكم من خير تجدوه عند الله إن الله بما تعملون بصير,17,أقام صلاة وات زكاة ما تقدم نفس من خير وجد عند الله إن الله ما عمل بصير
118,2,111,وقالوا لن يدخل الجنة إلا من كان هودا أو نصارى تلك أمانيهم قل هاتوا برهانكم إن كنتم صادقين,18,قال لن دخل جنة إلا من كان هود أو نصراني ذلك منية قال هات برهان إن كان صادق
119,2,112,بلى من أسلم وجهه لله وهو محسن فله أجره عند ربه ولا خوف عليهم ولا هم يحزنون,17,بلى من أسلم وجه الله هو محسن ل أجر عند رب لا خوف على لا هم حزن
120,2,113,وقالت اليهود ليست النصارى على شيء وقالت النصارى ليست اليهود على شيء وهم يتلون الكتاب كذلك قال الذين لا يعلمون مثل قولهم فالله يحكم بينهم يوم القيامة فيما كانوا فيه يختلفون,31,قال يهودي ليس نصراني على شيء قال نصراني ليس يهودي على شيء هم تلا كتاب ذلك قال الذي لا علم مثل قول الله حكم بين يوم قيامة في كان في اختلف
121,2,114,ومن أظلم ممن منع مساجد الله أن يذكر فيها اسمه وسعى في خرابها أولئك ما كان لهم أن يدخلوها إلا خائفين لهم في الدنيا خزي ولهم في الاخرة عذاب عظيم,30,من أظلم من منع مسجد الله أن ذكر في اسم سعى في خراب أولائك ما كان ل أن دخل إلا خائف ل في دنيا خزي ل في اخر عذاب عظيم
122,2,115,ولله المشرق والمغرب فأينما تولوا فثم وجه الله إن الله واسع عليم,12,الله مشرق مغرب أينما تولى ثم وجه الله إن الله واسع عليم
123,2,116,وقالوا اتخذ الله ولدا سبحانه بل له ما في السماوات والأرض كل له قانتون,14,قال اتخذ الله ولد سبحان بل ل ما في سماء أرض كل ل قانتون
124,2,117,بديع السماوات والأرض وإذا قضى أمرا فإنما يقول له كن فيكون,11,بديع سماء أرض إذا قضى أمر إن قال ل كان كان
125,2,118,وقال الذين لا يعلمون لولا يكلمنا الله أو تأتينا اية كذلك قال الذين من قبلهم مثل قولهم تشابهت قلوبهم قد بينا الايات لقوم يوقنون,24,قال الذي لا علم لولا كلم الله أو أتى اية ذلك قال الذي من قبل مثل قول تشابه قلب قد بين اي قوم يوقن
126,2,119,إنا أرسلناك بالحق بشيرا ونذيرا ولا تسأل عن أصحاب الجحيم,10,إن أرسل حق بشير نذير لا سأل عن صاحب جحيم
127,2,120,ولن ترضى عنك اليهود ولا النصارى حتى تتبع ملتهم قل إن هدى الله هو الهدى ولئن اتبعت أهواءهم بعد الذي جاءك من العلم ما لك من الله من ولي ولا نصير,31,لن رضي عن يهودي لا نصراني حتى تبع ملة قال إن هدى الله هو هدى إن اتبع هوى بعد الذي جاء من علم ما ل من الله من ولي لا نصير
128,2,121,الذين اتيناهم الكتاب يتلونه حق تلاوته أولئك يؤمنون به ومن يكفر به فأولئك هم الخاسرون,15,الذي اتيناهم كتاب تلا حق تلاوة أولائك آمن ب من كفر ب أولائك هم خاسر
129,2,122,يا بني إسرائيل اذكروا نعمتي التي أنعمت عليكم وأني فضلتكم على العالمين,12,يا بنون إسرائيل اذكر نعمة الذي أنعم على أن فضلة على عالم
130,2,123,واتقوا يوما لا تجزي نفس عن نفس شيئا ولا يقبل منها عدل ولا تنفعها شفاعة ولا هم ينصرون,18,اتقى يوم لا جزى نفس عن نفس شيء لا قبل من عدل لا نفع شفاعة لا هم نصر
131,2,124,وإذ ابتلى إبراهيم ربه بكلمات فأتمهن قال إني جاعلك للناس إماما قال ومن ذريتي قال لا ينال عهدي الظالمين,19,إذ ابتلى إبراهيم رب كلمة أتم قال إن جاعل ناس إمام قال من ذري قال لا نال عهد ظالم
132,2,125,وإذ جعلنا البيت مثابة للناس وأمنا واتخذوا من مقام إبراهيم مصلى وعهدنا إلى إبراهيم وإسماعيل أن طهرا بيتي للطائفين والعاكفين والركع السجود,22,إذ جعل بيت مثابة ناس أمن اتخذ من مقام إبراهيم مصلى عهد إلى إبراهيم إسماعيل أن طهر بيت طائف عاكف راكع سجود
133,2,126,وإذ قال إبراهيم رب اجعل هذا بلدا امنا وارزق أهله من الثمرات من امن منهم بالله واليوم الاخر قال ومن كفر فأمتعه قليلا ثم أضطره إلى عذاب النار وبئس المصير,30,إذ قال إبراهيم رب اجعل هذا بلد أمن ارزق أهل من ثمر من أمن من الله يوم آخر قال من كفر أمتع قليل ثم أضطر إلى عذاب نار بئس مصير
134,2,127,وإذ يرفع إبراهيم القواعد من البيت وإسماعيل ربنا تقبل منا إنك أنت السميع العليم,14,إذ رفع إبراهيم قاعدة من بيت إسماعيل رب أقبل من إن أنت سميع عليم
135,2,128,ربنا واجعلنا مسلمين لك ومن ذريتنا أمة مسلمة لك وأرنا مناسكنا وتب علينا إنك أنت التواب الرحيم,17,رب اجعل مسلم ل من ذري أمة مسلم ل أرنا منسك تب على إن أنت تواب رحيم
136,2,129,ربنا وابعث فيهم رسولا منهم يتلو عليهم اياتك ويعلمهم الكتاب والحكمة ويزكيهم إنك أنت العزيز الحكيم,16,رب ابعث في رسول من تلا على ايا علم كتاب حكمة زكى إن أنت عزيز حكيم
137,2,130,ومن يرغب عن ملة إبراهيم إلا من سفه نفسه ولقد اصطفيناه في الدنيا وإنه في الاخرة لمن الصالحين,18,من رغب عن ملة إبراهيم إلا من سفه نفس قد اصطفي في دنيا إن في اخر من صالح
138,2,131,إذ قال له ربه أسلم قال أسلمت لرب العالمين,9,إذ قال ل رب أسلم قال أسلم رب عالم
139,2,132,ووصى بها إبراهيم بنيه ويعقوب يا بني إن الله اصطفى لكم الدين فلا تموتن إلا وأنتم مسلمون,17,وصى ب إبراهيم بنون يعقوب يا بنون إن الله اصطفى ل دين لا تموتن إلا أنتم مسلم
140,2,133,أم كنتم شهداء إذ حضر يعقوب الموت إذ قال لبنيه ما تعبدون من بعدي قالوا نعبد إلهك وإله ابائك إبراهيم وإسماعيل وإسحاق إلها واحدا ونحن له مسلمون,27,أم كان شهيد إذ حضر يعقوب موت إذ قال بنون ما عبد من بعد قال عبد إله إله ابائك إبراهيم إسماعيل إسحاق إله واحد نحن ل مسلم
141,2,134,تلك أمة قد خلت لها ما كسبت ولكم ما كسبتم ولا تسألون عما كانوا يعملون,15,ذلك أمة قد خلا ل ما كسب ل ما كسب لا سأل عن كان عمل
142,2,135,وقالوا كونوا هودا أو نصارى تهتدوا قل بل ملة إبراهيم حنيفا وما كان من المشركين,15,قال كان هود أو نصراني اهتدى قال بل ملة إبراهيم حنيف ما كان من مشرك
143,2,136,قولوا امنا بالله وما أنزل إلينا وما أنزل إلى إبراهيم وإسماعيل وإسحاق ويعقوب والأسباط وما أوتي موسى وعيسى وما أوتي النبيون من ربهم لا نفرق بين أحد منهم ونحن له مسلمون,31,قال أمن الله ما أنزل إلى ما أنزل إلى إبراهيم إسماعيل إسحاق يعقوب سبط ما أوتي موسى عيسى ما أوتي نبي من رب لا فرق بين أحد من نحن ل مسلم
144,2,137,فإن امنوا بمثل ما امنتم به فقد اهتدوا وإن تولوا فإنما هم في شقاق فسيكفيكهم الله وهو السميع العليم,19,إن امن مثل ما امنتم ب قد اهتد إن تولى إن هم في شقاق كفى الله هو سميع عليم
145,2,138,صبغة الله ومن أحسن من الله صبغة ونحن له عابدون,10,صبغة الله من أحسن من الله صبغة نحن ل عابد
146,2,139,قل أتحاجوننا في الله وهو ربنا وربكم ولنا أعمالنا ولكم أعمالكم ونحن له مخلصون,14,قال أتحاجوننا في الله هو رب رب ل عمل ل عمل نحن ل مخلص
147,2,140,أم تقولون إن إبراهيم وإسماعيل وإسحاق ويعقوب والأسباط كانوا هودا أو نصارى قل أأنتم أعلم أم الله ومن أظلم ممن كتم شهادة عنده من الله وما الله بغافل عما تعملون,30,أم قال إن إبراهيم إسماعيل إسحاق يعقوب سبط كان هود أو نصراني قال أأنتم أعلم أم الله من أظلم من كتم شهادة عند من الله ما الله غافل عن عمل
148,2,141,تلك أمة قد خلت لها ما كسبت ولكم ما كسبتم ولا تسألون عما كانوا يعملون,15,ذلك أمة قد خلا ل ما كسب ل ما كسب لا سأل عن كان عمل
149,2,142,سيقول السفهاء من الناس ما ولاهم عن قبلتهم التي كانوا عليها قل لله المشرق والمغرب يهدي من يشاء إلى صراط مستقيم,21,قال سفيه من ناس ما ولى عن قبلة الذي كان على قال الله مشرق مغرب هدى من شاء إلى صراط مستقيم
150,2,143,وكذلك جعلناكم أمة وسطا لتكونوا شهداء على الناس ويكون الرسول عليكم شهيدا وما جعلنا القبلة التي كنت عليها إلا لنعلم من يتبع الرسول ممن ينقلب على عقبيه وإن كانت لكبيرة إلا على الذين هدى الله وما كان الله ليضيع إيمانكم إن الله بالناس لرءوف رحيم,45,ذلك جعل أمة وسط كان شهيد على ناس كان رسول على شهيد ما جعل قبلة الذي كان على إلا علم من تبع رسول من انقلب على عقب إن كان كبير إلا على الذي هدى الله ما كان الله أضاع إيمان إن الله ناس رءوف رحيم
